Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
flowers online brisbane,US,United States,English,Brisbane (Location),false,true,false,false,true,true,"Shopping, Thumbnail, People also ask",30,33,,,2,,,,6,New,,,,https://www.lvly.com.au/collections/flower-delivery-brisbane,,2026-04-09 20:34:02
flower delivery melbourne,NL,Netherlands,English,Melbourne (Location),false,true,false,true,true,true,People also ask,30,47,1.87,2,2,0,,6,6,,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-melbourne,2026-01-05 20:34:16,2026-04-19 12:58:42
flower delivery gold coast,BR,Brazil,English,Gold Coast (Location),false,true,false,true,true,true,Local teaser,30,40,,2,2,0,,6,7,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/gold-coast,2026-01-24 07:23:02,2026-04-12 00:34:17
floraly sydney,AU,Australia,English,"Floraly (Organization), Sydney (Location)",true,true,false,true,true,false,"Sitelinks, People also ask, Knowledge panel",30,0,0.95,,2,,,,6,New,,,,https://www.lvly.com.au/,,2026-04-11 20:15:53
international women's day gift ideas,AU,Australia,English,International Women's Day (Event),false,false,false,true,true,false,"Sitelinks, People also ask, Shopping, Thumbnail, Discussions and forums",60,0,,2,,,,10,,Lost,,https://www.lvly.com.au/collections/international-womens-day-flowers,,,2025-12-29 16:24:18,
send a plant,AU,Australia,English,,false,false,false,false,true,true,Sitelinks,60,24,0.69,2,,,,10,,Lost,,https://www.lvly.com.au/collections/plants-delivery,,,2026-01-27 19:51:53,
gift delivery sydney,GB,United Kingdom,English,Sydney (Location),false,true,false,true,true,true,"Shopping, Thumbnail",60,47,1.03,7,2,-6,,3,10,-7,,https://www.lvly.com.au/collections/shop-all,,https://www.lvly.com.au/collections/shop-all,2026-01-04 18:58:33,2026-04-06 01:47:32
what to text someone who lost their dad,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Top ads, People also ask, Sitelinks, Bottom ads, Paid sitelinks",60,1,0.06,2,,,,11,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-02 13:48:28,
with sympathy,AU,Australia,English,With Sympathy (Work),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",70,1,0.15,,2,,,,7,New,,,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,2026-03-29 04:59:55
brisbane flowers delivery,GB,United Kingdom,English,Brisbane (Location),false,true,false,true,true,true,"Top ads, Bottom ads, Paid sitelinks",30,44,1.20,2,1,-1,,6,7,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-25 10:17:57,2026-04-24 13:37:45
delivery flowers sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,"Local teaser, Sitelinks, Thumbnail, Shopping, Video preview",150,57,2.22,1,1,0,,15,15,,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-sydney,2026-01-17 13:40:47,2026-02-27 17:22:03
flower delivery oerth,AU,Australia,English,Perth (Location),false,true,false,true,true,true,"Sitelinks, Knowledge panel, Shopping, Thumbnail",30,29,1.22,3,1,-1,,5,7,-2,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-27 13:24:43,2026-04-16 01:12:33
sunday flower delivery brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,true,Sitelinks,40,21,1.98,4,1,-2,,5,8,-3,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-brisbane,2026-01-10 06:31:24,2026-04-27 09:58:17
native australian flower arrangements,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, Shopping, Thumbnail, People also ask, Video preview",40,0,0.77,3,1,-1,,6,8,-2,,https://www.lvly.com.au/collections/native-flowers,,https://www.lvly.com.au/collections/native-flowers,2026-01-24 19:59:58,2026-04-12 01:11:15
same day delivery melbourne gifts,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Sitelinks, Thumbnail, Shopping",10,4,0.51,,1,,,,3,New,,,,https://www.lvly.com.au/collections/shop-all,,2026-04-21 18:18:32
flowerdelivery,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Shopping, Thumbnail, People also ask",10,70,0.91,,1,,,,3,New,,,,https://www.lvly.com.au/,,2026-04-19 09:58:53
get flowers delivered melbourne,AU,Australia,English,Melbourne (Location),false,true,false,false,true,true,"Local teaser, Sitelinks",10,63,1.79,1,1,0,,5,4,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-melbourne,2025-11-09 10:38:51,2026-04-08 16:01:44
sydney flowers same day delivery,AU,Australia,English,Sydney (Location),false,true,false,false,true,true,"Thumbnail, Sitelinks, Shopping",80,62,1.11,,1,,,,11,New,,,,https://www.lvly.com.au/,,2026-04-21 13:53:33
australian native flowers in vase,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, Thumbnail, Shopping",10,0,,1,,,,2,,Lost,,https://www.lvly.com.au/collections/native-flowers,,,2025-12-23 22:21:30,
pre wedding gift for bride,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Sitelinks, Shopping, Thumbnail",10,0,0.21,,1,,,,2,New,,,,https://www.lvly.com.au/collections/bridal,,2026-04-08 00:46:17
flower delivery penrith,AU,Australia,English,Penrith (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Local teaser, Thumbnail, Sitelinks",200,5,1.82,1,,,,16,,Lost,,https://www.lvly.com.au/collections/flower-delivery-penrith-new-south-wales,,,2025-12-15 01:05:41,
gift basket same day delivery,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Thumbnail, Shopping, Bottom ads, Paid sitelinks",10,48,1.01,1,,,,4,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2025-12-16 17:52:40,
flowers and gift baskets brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,true,"Sitelinks, Shopping, Thumbnail",70,10,1.30,,1,,,,10,New,,,,https://www.lvly.com.au/collections/flower-delivery-brisbane,,2026-04-26 13:48:03
native floral,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, People also ask, Knowledge panel, Sitelinks",20,0,1.13,1,1,1,,8,5,3,,https://www.lvly.com.au/collections/native-flowers,,https://www.lvly.com.au/collections/native-flowers,2026-01-24 07:41:34,2026-04-11 07:14:16
comfort thinking of you at this difficult time,CA,Canada,English,,false,false,false,true,false,false,"People also ask, Discussions and forums",0,1,,1,1,0,,1,1,,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-16 14:26:53,2026-04-17 02:46:40
lvly discount code,RU,Russian Federation,English,LVLY (Organization),true,false,false,true,true,true,,0,0,,0,1,1,,8,1,7,,https://www.lvly.com.au/products/lvly-team-posy,,https://www.lvly.com.au/pages/discount,2025-12-16 10:53:54,2026-04-15 06:18:47
flower delivery burleigh heads,RU,Russian Federation,English,Burleigh Heads (Location),false,true,false,false,true,true,Local teaser,0,2,,1,1,0,,2,2,,,https://www.lvly.com.au/collections/flower-delivery-burleigh-heads-queensland,,https://www.lvly.com.au/collections/flower-delivery-burleigh-heads-queensland,2026-01-25 04:24:12,2026-04-12 13:36:02
lvly flower delivery,US,United States,English,LVLY (Organization),true,false,true,true,true,true,"Sitelinks, People also ask, Knowledge panel, Shopping, Thumbnail, Video preview",0,2,,1,1,0,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-14 09:36:20,2026-04-28 23:56:15
lvly flowers,RU,Russian Federation,English,LVLY (Organization),true,false,false,true,true,false,"Sitelinks, People also ask, Knowledge panel",0,6,,2,1,-1,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-09 12:41:41,2026-04-27 13:00:28
flower delivery sydney,FR,France,English,Sydney (Location),false,true,false,false,true,true,Bottom ads,30,68,1.90,1,,,,7,,Lost,,https://www.lvly.com.au/,,,2026-01-13 01:40:08,
bateau bay florist,AU,Australia,English,Bateau Bay (Location),false,true,false,true,true,false,"Top ads, Thumbnail, Bottom ads, Paid sitelinks",30,0,,,1,,,,7,New,,,,https://www.lvly.com.au/collections/flower-delivery-bateau-bay-new-south-wales,,2026-04-16 12:54:55
sending love and strength,ZA,South Africa,English,,false,false,false,true,false,false,"Thumbnail, People also ask, Discussions and forums",30,0,,1,,,,7,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-25 20:52:57,
online florist delivery,AU,Australia,English,,false,false,false,false,true,true,"Top ads, Paid sitelinks, Sitelinks, Thumbnail, People also ask, Shopping",20,68,1.40,1,,,,5,,Lost,,https://www.lvly.com.au/,,,2026-01-19 02:31:23,
thankful mothers day message,GB,United Kingdom,English,Mother's Day (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",20,0,,,1,,,,1,New,,,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/when-words-escape-you-heartfelt-messages-for-every-mother-figure-on-mothers-day,,2026-03-28 20:49:09
melbourne native flowers,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Shopping",20,0,1.19,1,,,,7,,Lost,,https://www.lvly.com.au/collections/native-flowers,,,2025-12-29 06:57:10,
pot for monstera,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Shopping",20,0,,1,,,,7,,Lost,,https://www.lvly.com.au/products/monstera-plant-pot,,,2026-01-03 12:16:19,
delivery in sydney,US,United States,English,Sydney (Location),false,true,false,true,true,false,"Local pack, People also ask, Sitelinks, Bottom ads",20,2,,,1,,,,7,New,,,,https://www.lvly.com.au/collections/flower-delivery-sydney,,2026-04-27 14:17:09
rose pick up,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Sitelinks, Local teaser",20,0,,,1,,,,6,New,,,,https://www.lvly.com.au/collections/roses,,2026-04-08 00:26:02
flower delivery brisbane sunday,AU,Australia,English,Brisbane (Location),false,true,false,false,true,true,"Local teaser, Sitelinks",20,37,1.98,1,,,,5,,Lost,,https://www.lvly.com.au/,,,2026-01-21 19:43:20,
posy delivery melbourne,AU,Australia,English,Melbourne (Location),false,true,false,false,true,true,"Local teaser, Sitelinks",20,30,0.95,1,1,1,,8,5,3,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-08 08:02:57,2026-04-11 22:29:47
my condolences messages,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",200,8,0.09,1,,,,16,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-30 10:35:01,
thinking of you sympathy,GB,United Kingdom,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",70,4,,7,1,-5,,1,1,,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2026-01-03 23:36:04,2026-04-05 17:45:28
flowers native,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask, Sitelinks",30,0,0.60,,1,,,,8,New,,,,https://www.lvly.com.au/collections/native-flowers,,2026-04-15 06:24:19
order bouquet online,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Shopping, Thumbnail",20,64,1.54,2,1,-1,,5,6,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-26 12:48:02,2026-04-14 12:40:30
care bear love a lot,AU,Australia,English,Love-a-Lot Bear (Work),true,false,false,true,true,true,"Sitelinks, Shopping, Thumbnail, People also ask",20,0,,1,,,,5,,Lost,,https://www.lvly.com.au/products/love-a-lot-care-bear-flowers,,,2026-01-25 06:26:52,
thinking of you sympathy,CA,Canada,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums",20,12,,3,1,-1,,2,6,-4,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-28 10:27:33,2026-04-28 11:42:28
lolly box ideas,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Sitelinks, Shopping, People also ask, Discussions and forums",20,0,,1,,,,5,,Lost,,https://www.lvly.com.au/products/lolly-fix-gift-box,,,2025-12-15 06:16:27,
my heart hurts for your loss,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Discussions and forums",20,3,0.59,1,,,,6,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-11-26 11:04:16,
perth flowers,SG,Singapore,English,Perth (Location),false,true,false,true,true,false,Bottom ads,20,37,1.68,2,1,-1,2,4,5,-1,,https://www.lvly.com.au/collections/flower-delivery-perth,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-26 05:58:06,2026-04-17 03:11:29
monthly flower delivery,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, People also ask, Thumbnail, Shopping",20,0,0.54,1,,,,5,,Lost,,https://www.lvly.com.au/collections/shop-all-flowers,,,2025-12-19 11:24:02,
flower deivery,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Knowledge panel, Shopping, Thumbnail",10,71,1.24,1,,,,4,,Lost,,https://www.lvly.com.au/,,,2026-01-11 09:21:08,
wellness packs,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, Sitelinks, People also ask",20,1,0.85,,1,,,,5,New,,,,https://www.lvly.com.au/collections/wellness,,2026-03-30 04:33:56
wedding aniversary gifts,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask, Sitelinks",20,30,,,1,,,,6,New,,,,https://www.lvly.com.au/collections/anniversary,,2026-04-16 03:53:02
flowers in,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Sitelinks",20,62,1.26,2,1,0,,5,5,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-27 13:45:02,2026-04-26 17:58:03
flowers sydney,CA,Canada,English,Sydney (Location),false,true,false,true,true,false,"Local teaser, Thumbnail, Sitelinks",50,43,1.62,1,,,,10,,Lost,,https://www.lvly.com.au/,,,2026-01-28 09:15:32,
same day birthday delivery brisbane,AU,Australia,English,Brisbane (Location),false,true,false,false,true,true,"Thumbnail, Sitelinks, Local teaser, Shopping",50,22,1.25,1,,,,10,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2025-12-23 01:07:03,
sorry for the loss of your dad,US,United States,English,,false,false,false,true,false,false,"AI Overview, People also ask, Sitelinks, Video preview",200,2,0.02,1,,,,13,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-25 08:22:04,
florist delivery gold coast,AU,Australia,English,Gold Coast (Location),false,true,false,true,true,false,"Local teaser, Sitelinks",50,37,2.07,,1,,,,10,New,,,,https://www.lvly.com.au/collections/gold-coast,,2026-03-27 11:41:02
flowers brisbane australia,US,United States,English,"Brisbane (Location), Australia (Location)",false,true,false,true,true,false,"Top ads, Local teaser, Thumbnail, Sitelinks, Bottom ads, Paid sitelinks",10,52,2.25,1,,,,4,,Lost,,https://www.lvly.com.au/,,,2026-01-19 02:11:55,
mothers day delivery brisbane,AU,Australia,English,"Mother's Day (Event), Brisbane (Location)",false,true,false,true,true,true,"Sitelinks, Local teaser",10,22,,1,,,,3,,Lost,,https://www.lvly.com.au/collections/mothers-day,,,2025-12-15 21:57:21,
flower for valentine's day,AU,Australia,English,Valentine's Day (Event),false,false,false,false,true,true,"Shopping, Thumbnail, Local teaser, Sitelinks, People also ask",10,3,,0,1,1,,11,3,8,,https://www.lvly.com.au/collections/valentines-day,,https://www.lvly.com.au/collections/valentines-day,2026-01-04 07:32:35,2026-04-05 04:12:28
thinking of you in this sad time,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Discussions and forums",10,1,,2,1,0,,2,1,1,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-19 22:52:14,2026-04-18 09:04:12
flowers same day delivery sydney,US,United States,English,Sydney (Location),false,true,false,false,true,true,,10,66,4.41,,1,,,,2,New,,,,https://www.lvly.com.au/,,2026-04-24 08:11:43
single flowers for sale,AU,Australia,English,,false,false,false,false,true,true,"Shopping, Thumbnail, Sitelinks, AI Overview, People also ask, Local teaser",10,0,,1,1,1,,6,2,4,,https://www.lvly.com.au/collections/single-stem-bunches,,https://www.lvly.com.au/collections/single-stem-bunches,2026-01-27 15:34:54,2026-04-13 00:32:44
flowers delicery,AU,Australia,English,,false,false,false,true,true,false,"Local teaser, Thumbnail, Sitelinks, Shopping",20,61,,,1,,,,5,New,,,,https://www.lvly.com.au/,,2026-04-11 14:50:19
florists in melbourne,GB,United Kingdom,English,Melbourne (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Local teaser, Thumbnail, Bottom ads",20,67,0.88,1,,,,5,,Lost,,https://www.lvly.com.au/,,,2026-01-27 04:40:28,
flower delivery in australia,IN,India,English,Australia (Location),false,true,false,true,true,true,"Thumbnail, Sitelinks, Local teaser, Shopping",20,68,0.56,2,1,0,,3,4,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-07 22:50:56,2026-04-11 03:53:07
same day delivery gift melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Thumbnail, AI Overview, Sitelinks, Shopping",20,33,0.51,,1,,,,5,New,,,,https://www.lvly.com.au/collections/shop-all,,2026-04-15 23:22:01
heartfelt mother's day message,CA,Canada,English,Mother's Day (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",20,1,,,1,,,,5,New,,,,https://www.lvly.com.au/blogs/lvly-blog/when-words-escape-you-heartfelt-messages-for-every-mother-figure-on-mothers-day,,2026-03-28 21:05:02
