Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
thailand flight ticket,AU,Australia,English,Thailand (Location),false,false,false,true,true,true,"Top ads, Paid sitelinks, People also ask",20,6,0.07,1,0,10,,https://www.airasia.com/flights/thailand/,2026-04-18 03:42:28
flight from sin to penang,SG,Singapore,English,"Singapore (Location), Penang (Location)",false,true,false,true,true,true,Thumbnail,20,0,,1,0,10,,https://www.airasia.com/flights/from-singapore-sin-to-penang-pen/,2026-04-20 20:09:28
ราคาเครื่องบิน กรุงเทพ อุบล,TH,Thailand,Thai,"Bangkok (Location), Ubon Ratchathani (Location)",false,true,false,true,true,false,People also ask,20,0,0.04,1,0,10,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-ubon-ratchathani-ubp/,2026-04-25 23:26:06
클락항공권,KR,South Korea,Korean,Clark Air Ticket (Product),false,false,false,true,true,true,"Top ads, Paid sitelinks, Knowledge panel",20,0,0.22,1,0,10,,https://www.airasia.com/flights/ko/kr/clark-manila/,2026-04-05 01:39:54
manila to bacolod,AU,Australia,English,"Manila (Location), Bacolod (Location)",false,true,false,true,false,false,People also ask,20,0,,1,0,10,,https://www.airasia.com/flights/from-manila-mnl-to-bacolod-bcd/,2026-04-23 19:15:13
flights from kuching to kuala lumpur,US,United States,English,"Kuching (Location), Kuala Lumpur (Location)",false,true,false,true,true,true,,20,0,,1,0,10,,https://www.airasia.com/flights/from-kuching-kch-to-kuala-lumpur-kul/,2026-04-15 20:44:13
bangkok to kuala lumpur flight,SG,Singapore,English,Bangkok to Kuala Lumpur (Location),false,false,false,true,true,false,People also ask,20,0,0.26,1,0,10,,https://www.airasia.com/flights/from-bangkok-dmk-to-kuala-lumpur-kul/,2026-04-22 10:52:05
sabah to johor flight,MY,Malaysia,English,Sabah (Location),false,true,false,true,true,false,"Sitelinks, Bottom ads, Paid sitelinks",20,0,0.04,1,0,10,,https://www.airasia.com/flights/from-johor-bahru-jhb-to-kota-kinabalu-bki/,2026-04-11 17:13:13
per to del,US,United States,English,Perth to Delhi (Event),false,false,false,true,true,false,People also ask,20,0,,1,0,10,,https://www.airasia.com/flights/from-perth-per-to-new-delhi-del/,2026-03-30 12:44:39
plaza premium lounge perth,AU,Australia,English,"Plaza Premium Lounge (Location), Perth (Location)",true,true,false,true,false,false,"AI Overview, People also ask, Sitelinks, Video preview",20,12,0.14,1,0,11,,https://www.airasia.com/aa/about-us/en/gb/premium-lounge.html,2026-04-14 07:04:04
нью йорк майами авиабилеты,US,United States,Russian,"New York (Location), Miami (Location)",false,true,false,true,true,true,"People also ask, Bottom ads, Paid sitelinks",20,0,0.24,1,0,10,,https://www.airasia.com/flights/ru/ru/from-new-york-jfk-to-miami-mia/,2026-04-23 13:50:17
klia 2 departure,MY,Malaysia,English,KLIA Terminal 2 (Location),false,true,false,true,false,false,,20,3,,1,0,10,,https://www.airasia.com/cdn/docs/en-MY-docs/arrival-departure-flyer.pdf,2026-04-16 10:28:32
hotels near bukit gambang waterpark resort,MY,Malaysia,English,Bukit Gambang Waterpark Resort (Location),true,true,false,true,true,true,"Top ads, Paid sitelinks, Thumbnail, People also ask",20,0,,1,0,10,,https://www.airasia.com/all-hotels/malaysia/bukit-gambang-waterpark-resort/,2026-04-13 00:42:28
торонто калгари,CA,Canada,Russian,"Toronto (Location), Calgary (Location)",false,true,false,true,false,false,People also ask,20,0,0.17,1,0,10,,https://www.airasia.com/flights/ru/ru/from-toronto-yyz-to-calgary-yyc,2026-04-23 03:27:54
jadwal penerbangan dari surabaya ke samarinda,ID,Indonesia,Indonesian,"Surabaya (Location), Samarinda (Location)",false,true,false,true,false,false,"AI Overview, People also ask, Sitelinks, Bottom ads",20,0,0.01,1,0,11,,https://www.airasia.com/flights/id/id/from-surabaya-sub-to-samarinda-aap/,2026-04-01 14:56:10
promo diskon tiket pesawat,ID,Indonesia,Indonesian,,false,false,false,true,true,true,"AI Overview, Thumbnail, Top ads, Paid sitelinks, People also ask, Bottom ads",20,34,0.25,1,0,9,,https://www.airasia.com/promotions/id/id/,2026-03-30 08:20:51
羽田 クアラルンプール,JP,Japan,Japanese,"Haneda Airport (Location), Kuala Lumpur (Location)",false,true,false,true,true,false,"Top ads, Thumbnail, People also ask, Bottom ads, Paid sitelinks, Video preview",200,0,,1,0,17,,https://www.airasia.com/flights/ja/jp/from-tokyo-hnd-to-kuala-lumpur-kul,2026-03-03 07:42:43
delhi to bali flight ticket price,IN,India,English,,false,true,false,true,true,false,"People also ask, AI Overview, Video preview",3200,1,0.02,1,0,30,,https://www.airasia.com/flights/from-new-delhi-del-to-bali-dps/,2026-04-25 22:22:04
airasia baggage add on,ID,Indonesia,English,AirAsia (Organization),true,false,false,true,true,true,"Sitelinks, People also ask, Video preview, Bottom ads, Paid sitelinks",0,1,,1,0,2,,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-04-23 04:36:27
check in,MA,Morocco,English,,false,false,false,false,false,true,"AI Overview, People also ask, Thumbnail, Video preview",600,24,0.47,1,0,20,,https://www.airasia.com/check-in/en/gb,2026-04-15 02:26:58
siem reap to hanoi,GB,United Kingdom,English,"Siem Reap (Location), Hanoi (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, People also ask, Bottom ads",40,0,0.20,1,0,8,,https://www.airasia.com/flights/from-siem-reap-rep-to-hanoi-han/,2026-04-15 11:14:54
air asia philippines booking,AU,Australia,English,"AirAsia (Organization), Philippines (Location)",true,false,false,false,true,true,People also ask,0,39,0.17,1,0,1,,https://www.airasia.com/flights/philippines/,2026-04-26 15:38:08
air asia. com,PH,Philippines,,AirAsia.com (Organization),true,false,true,true,false,false,"Sitelinks, People also ask",0,68,,1,0,1,,https://www.airasia.com/en/gb,2026-04-13 20:39:39
air asia philippines,BN,Brunei Darussalam,English,"AirAsia (Organization), Philippines (Location)",true,false,false,true,true,false,"People also ask, Thumbnail",0,16,0.16,1,0,1,,https://www.airasia.com/flights/philippines/,2026-03-23 05:36:28
air asia check flight,TH,Thailand,English,AirAsia (Organization),true,false,false,true,false,false,,0,9,0.10,1,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-03-22 10:11:28
harga tiket flight penang ke langkawi,MY,Malaysia,Malay,"Penang (Location), Langkawi (Location)",false,true,false,true,true,false,Sitelinks,20,0,0.02,1,0,8,,https://www.airasia.com/flights/ms/my/from-penang-pen-to-langkawi-lgk/,2026-03-31 08:51:33
air android,IN,India,English,Android (Product),true,false,false,true,true,false,"Sitelinks, Video preview",1000,29,0.04,1,0,26,,https://www.airasia.com/aa/appdownload/,2026-04-13 11:34:41
bangkok to krabi flights,IN,India,English,,false,true,false,true,true,false,"Top ads, AI Overview, Thumbnail, Video preview, People also ask, Bottom ads, Paid sitelinks",200,0,0.12,1,0,15,,https://www.airasia.com/flights/from-bangkok-bkk-to-krabi-kbv,2026-03-11 06:26:45
flight from hyderabad to mumbai,IN,India,English,"Hyderabad (Location), Mumbai (Location)",false,true,false,true,true,true,Thumbnail,900,1,0.02,1,0,25,,https://www.airasia.com/flights/from-hyderabad-hyd-to-mumbai-bom/,2026-04-16 03:56:06
manila to tokyo,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Thumbnail",300,0,0.28,1,0,21,,https://www.airasia.com/flights/from-manila-mnl-to-tokyo-narita-nrt,2026-03-03 17:35:29
airasia flights from gold coast,AU,Australia,English,"AirAsia (Organization), Gold Coast (Location)",true,true,false,true,true,false,"AI Overview, People also ask, Sitelinks",0,0,,1,0,2,,https://www.airasia.com/flights/from-gold-coast-ool-to-bangkok-dmk/,2026-04-17 09:50:02
beli tiket pesawat murah,ID,Indonesia,Indonesian,,false,false,false,false,true,true,"AI Overview, Thumbnail, People also ask, Video preview",1000,59,0.19,1,0,29,,https://www.airasia.com/flights/id/id/,2026-04-15 13:10:00
chennai to coimbatore,MY,Malaysia,English,Chennai to Coimbatore (Location),false,true,false,true,false,false,People also ask,70,0,0.04,1,0,9,,https://www.airasia.com/flights/from-chennai-maa-to-coimbatore-cjb/,2026-04-25 02:50:32
kl to london flight time,MY,Malaysia,English,,false,false,false,true,false,false,People also ask,100,0,,1,0,9,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-london-lhr/,2026-04-01 14:50:23
flights from bangkok to hanoi,TH,Thailand,English,"Bangkok (Location), Hanoi (Location)",false,true,false,true,true,true,People also ask,40,0,0.24,1,0,9,,https://www.airasia.com/flights/from-bangkok-dmk-to-hanoi-han/,2026-04-03 19:03:02
colombo to kuala lumpur,LK,Sri Lanka,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Thumbnail, Bottom ads",40,0,0.05,1,0,9,,https://www.airasia.com/flights/from-colombo-cmb-to-kuala-lumpur-kul/,2026-04-10 23:03:48
flights to labuan bajo,MY,Malaysia,English,Labuan Bajo (Location),false,true,false,true,true,true,People also ask,10,0,0.07,1,0,3,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-labuan-bajo-komodo-island-lbj/,2026-04-23 21:23:39
air asia flight interior,IN,India,English,AirAsia (Organization),true,false,false,true,false,false,"People also ask, Thumbnail, Video preview",10,0,,1,0,3,,https://www.airasia.com/aa/inflight-comforts/en/gb/seats.html,2026-03-24 04:44:28
airasia office,ID,Indonesia,English,AirAsia (Organization),true,false,false,true,false,false,"Local pack, People also ask, Video preview",10,0,,1,0,4,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-04 07:33:50
lgp to mnl,PH,Philippines,,"Legazpi (Location), Manila (Location)",false,true,false,true,true,false,,10,0,0.03,1,0,3,,https://www.airasia.com/flights/from-legazpi-city-lgp-to-manila-mnl,2026-03-30 03:16:17
flights bali,PH,Philippines,English,Bali (Location),false,true,false,true,true,true,"AI Overview, People also ask",10,0,0.04,1,0,4,,https://www.airasia.com/flights/from-manila-mnl-to-bali-dps/,2026-03-26 13:33:53
cheap flight ticket to sabah,MY,Malaysia,English,Sabah (Location),false,true,false,false,true,true,,10,0,0.08,1,0,3,,https://www.airasia.com/flights/sabah-malaysia/,2026-04-24 01:40:31
promo ticket from manila to dumaguete,PH,Philippines,English,"Manila (Location), Dumaguete (Location)",false,true,false,true,true,true,"Top ads, AI Overview, Thumbnail, People also ask",10,0,,1,0,1,AI Overview,https://www.airasia.com/flights/from-manila-mnl-to-dumaguete-dgt/,2026-04-26 03:04:29
flight manila to tacloban promo,PH,Philippines,English,,false,true,false,true,true,true,"AI Overview, Thumbnail",10,0,0.03,1,0,1,AI Overview,https://www.airasia.com/flights/from-manila-mnl-to-tacloban-tac/,2026-04-22 14:53:56
airasia flight destination,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,People also ask,10,4,,1,0,3,,https://www.airasia.com/flights/,2026-04-26 18:56:27
asian airways,US,United States,English,,false,false,false,true,false,false,"Sitelinks, People also ask",10,43,0.63,1,0,3,,https://www.airasia.com/en/gb,2026-04-18 01:47:13
jhb to kul flights,MY,Malaysia,English,JHB to KUL (Event),false,true,false,true,true,false,"Thumbnail, People also ask",10,0,,1,0,3,,https://www.airasia.com/flights/from-johor-bahru-jhb-to-kuala-lumpur-kul/,2026-04-09 11:01:03
bali bandung berapa jam naik pesawat,ID,Indonesia,Indonesian,"Bali (Location), Bandung (Location)",false,true,false,true,false,false,"People also ask, Sitelinks",10,0,,1,0,3,,https://www.airasia.com/flights/id/id/from-bali-dps-to-bandung-bdo/,2026-04-02 01:32:26
cheap flights from chiang mai to bangkok,TH,Thailand,English,"Chiang Mai (Location), Bangkok (Location)",false,true,false,true,true,true,,10,0,0.65,1,0,3,,https://www.airasia.com/flights/from-chiang-mai-cnx-to-bangkok-dmk/,2026-03-25 22:30:02
booking flights manila to tacloban,PH,Philippines,English,,false,true,false,false,false,true,"Top ads, Paid sitelinks, Thumbnail",10,1,0.03,1,0,3,,https://www.airasia.com/flights/from-manila-mnl-to-tacloban-tac/,2026-04-20 21:26:02
ตั๋วเครื่องบิน ร้อยเอ็ด ดอนเมือง,US,United States,Thai,"Roi Et (Location), Don Mueang (Location)",false,true,false,false,true,true,People also ask,10,0,,1,0,3,,https://www.airasia.com/flights/th/th/from-roi-et-roi-to-bangkok-dmk/,2026-04-13 05:36:01
airasia platinum member benefits,MY,Malaysia,English,"AirAsia (Organization), platinum member (Organization)",true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask",10,0,,1,0,4,,https://www.airasia.com/aa/rewards/en/gb/rewards-membership.html,2026-03-26 03:02:17
langkawi to kuala lumpur flight schedule,MY,Malaysia,English,,false,true,false,true,false,false,,10,0,0.09,1,0,3,,https://www.airasia.com/flights/from-langkawi-lgk-to-kuala-lumpur-kul/,2026-04-04 15:23:02
จองตั๋วเครื่องบินไปภูเก็ต ราคาถูก,TH,Thailand,Thai,Phuket (Location),false,true,false,true,true,true,AI Overview,10,0,0.12,1,0,4,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-phuket-hkt/,2026-04-22 07:49:43
xj620 ที่นั่ง,TH,Thailand,Thai,XJ620 (Event),true,false,false,true,false,false,,10,0,,1,0,3,,https://www.airasia.com/aa/inflight-comforts/th/th/seats.html,2026-04-05 16:54:23
subang to jb,MY,Malaysia,English,"Subang (Location), Johor Bahru (Location)",false,true,false,true,true,false,,10,0,,1,0,3,,https://www.airasia.com/flights/from-subang-szb-to-johor-bahru-jhb/,2026-04-13 21:53:17
project kawaii,US,United States,English,Project Kawaii (Organization),true,false,false,true,false,false,"Sitelinks, People also ask",10,1,,1,0,3,,https://www.airasia.com/projectkavvaii/,2026-04-09 01:09:56
flights to bali indonesia,MY,Malaysia,English,"Bali (Location), Indonesia (Location)",false,true,false,true,true,true,People also ask,10,0,0.06,1,0,3,,https://www.airasia.com/flights/bali-indonesia/,2026-04-12 00:41:55
air asia india web check in,US,United States,English,AirAsia India (Organization),true,false,true,false,false,true,People also ask,0,4,,1,0,2,,https://www.airasia.com/check-in/en/gb,2026-04-23 05:10:51
kuala lumpur vientiane flights,MY,Malaysia,English,"Kuala Lumpur (Location), Vientiane (Location)",false,true,false,true,true,false,"Thumbnail, People also ask",0,0,0.08,1,0,2,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-vientiane-vte/,2026-04-11 15:01:35
size luggage for carry on,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",0,36,,1,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-03-25 03:10:16
airasia tawau office,MY,Malaysia,English,"AirAsia (Organization), Tawau (Location)",true,true,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",0,0,,1,0,1,AI Overview,https://www.airasia.com/flights/,2026-03-25 17:22:51
roi et to bangkok flights,TH,Thailand,English,"Roi Et (Location), Bangkok (Location)",false,true,false,true,true,true,,0,0,0.24,1,0,2,,https://www.airasia.com/flights/from-roi-et-roi-to-bangkok-dmk/,2026-04-15 20:43:02
ticket promo manila to tacloban,PH,Philippines,English,,false,true,false,true,true,true,"AI Overview, Thumbnail, Bottom ads, Paid sitelinks",0,0,0.04,1,0,3,,https://www.airasia.com/flights/from-manila-mnl-to-tacloban-tac/,2026-03-28 14:24:27
ตั๋วเครื่องบิน นราธิวาส ดอนเมือง,TH,Thailand,Thai,"Narathiwat (Location), Don Mueang (Location)",false,true,false,true,true,true,,0,0,0.06,1,0,2,,https://www.airasia.com/flights/th/th/from-narathiwat-naw-to-bangkok-dmk/,2026-04-11 06:51:19
airasia sales office,SG,Singapore,English,AirAsia (Organization),true,false,false,true,false,false,"People also ask, Thumbnail",0,26,,1,0,2,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-03-24 15:59:25
กรุงเทพ ญาจาง บินตรง,TH,Thailand,Thai,"Bangkok (Location), Nha Trang (Location)",false,true,false,true,false,false,"People also ask, Video preview",0,0,0.04,1,0,2,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-nha-trang-cxr/,2026-04-10 09:19:25
asian delivery,MY,Malaysia,English,,false,false,false,false,true,true,"Local teaser, Video preview",0,0,,1,0,3,,https://www.airasia.com/food/city/subang-jaya/,2026-04-09 09:15:28
ไปเซี่ยงไฮ้,TH,Thailand,Thai,Shanghai (Location),false,false,false,true,false,false,"Thumbnail, People also ask, Video preview",500,0,,1,0,24,,https://www.airasia.com/flights/th/th/shanghai-pudong-shanghai/,2026-04-10 06:12:15
air aisa,BD,Bangladesh,English,AirAsia (Organization),true,false,true,true,true,true,Sitelinks,0,73,0.02,1,0,1,,https://www.airasia.com/en/gb,2026-04-16 21:38:53
air asia.com check in,MY,Malaysia,English,airasia.com (Organization),true,false,true,false,false,true,Sitelinks,0,52,0.08,1,0,1,,https://www.airasia.com/check-in/en/gb,2026-03-28 19:56:28
guwahati to bhubaneswar flight,IN,India,English,,false,true,false,true,true,true,"People also ask, Thumbnail",2300,0,0.02,1,0,29,,https://www.airasia.com/flights/from-guwahati-gau-to-bhubaneswar-bbi/,2026-04-13 20:00:05
airasia check-in website,MY,Malaysia,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, People also ask",0,5,0.35,1,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-16 12:12:28
air asia web chekin,IN,India,English,AirAsia (Organization),true,false,true,false,false,true,Sitelinks,0,65,,1,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-15 12:48:13
