Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
cruise adelaide to port lincoln,AU,Australia,English,"Adelaide (Location), Port Lincoln (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, People also ask, Bottom ads",30,0,0.23,2,0,6,,https://www.cruise1st.com.au/destinations/australia/port-lincoln,2026-05-08 10:42:50
7 day alaska cruise from vancouver,AU,Australia,English,Vancouver (Location),false,true,false,true,true,false,"Top ads, AI Overview, Thumbnail, People also ask",30,0,0.75,2,0,7,,https://www.cruise1st.com.au/vancouver-to-alaska-cruises,2026-05-04 00:38:02
cruise to darwin from sydney,AU,Australia,English,"Darwin (Location), Sydney (Location)",false,true,false,true,true,false,"AI Overview, People also ask, Thumbnail",30,0,,2,0,7,,https://www.cruise1st.com.au/destinations/australia/darwin,2026-04-29 11:58:12
cheap cruise packages,AU,Australia,English,,false,false,false,true,true,false,AI Overview,40,33,0.43,1,0,9,,https://www.cruise1st.com.au/,2026-04-14 10:10:13
aus cruising,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Sitelinks, Bottom ads, Paid sitelinks",40,56,0.38,1,0,8,,https://www.cruise1st.com.au/,2026-04-27 13:56:40
can you cruise from singapore to australia,AU,Australia,English,"Singapore (Location), Australia (Location)",false,true,false,true,true,false,People also ask,10,0,0.36,1,0,4,,https://www.cruise1st.com.au/singapore-to-sydney-cruises,2026-05-06 08:28:24
around the world cruises from australia,AU,Australia,English,Australia (Location),false,false,false,true,true,false,"Top ads, AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",30,0,,1,0,1,AI Overview,https://www.cruise1st.com.au/sydney-world-cruises,2026-04-30 21:27:53
island cruise from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, Discussions and forums",30,0,,1,0,8,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-25 22:20:32
compare cruises,AU,Australia,English,,false,false,false,true,true,false,People also ask,40,42,0.46,1,0,9,,https://www.cruise1st.com.au/,2026-04-10 14:11:02
10 day cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, People also ask, Thumbnail",50,0,0.38,1,0,10,,https://www.cruise1st.com.au/cruise/south-pacific-from-sydney-australia-with-the-carnival-splendor-18557162,2026-04-16 09:15:00
adult ship,AU,Australia,English,,false,false,false,true,true,false,People also ask,30,12,0.68,1,0,8,,https://www.cruise1st.com.au/blog/cruising/8-of-the-best-ships-for-an-adults-only-cruise-break/,2026-04-10 20:44:40
perth cruise ships,AU,Australia,English,Perth (Location),false,true,false,true,true,false,People also ask,30,0,0.33,1,0,8,,https://www.cruise1st.com.au/cruises/cruises-from-perth,2026-05-03 17:02:28
cruises from darwin to sydney,AU,Australia,English,"Darwin (Location), Sydney (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",10,0,0.47,1,0,3,,https://www.cruise1st.com.au/cruise/australia-from-darwin-australia-with-the-seven-seas-navigator-18700915,2026-04-15 05:15:18
cruise ships to new zealand from australia,AU,Australia,English,"New Zealand (Location), Australia (Location)",false,false,false,true,true,false,"AI Overview, Thumbnail",10,1,,1,0,1,AI Overview,https://www.cruise1st.com.au/destinations/new-zealand,2026-05-03 09:09:32
two day cruise,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, People also ask",10,0,0.37,1,0,4,,https://www.cruise1st.com.au/cruise/australia-from-melbourne-australia-with-the-crown-princess-17290512,2026-04-15 07:37:10
cruise from melb,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail",40,0,,1,0,8,,https://www.cruise1st.com.au/zones/last-minute-cruises-from-melbourne,2026-05-01 00:59:29
cruise sales finder,AU,Australia,English,,false,false,false,true,true,true,People also ask,10,53,0.42,1,0,3,,https://www.cruise1st.com.au/cruise-sale-finder,2026-04-20 23:51:17
cruise suez canal,AU,Australia,English,Suez Canal (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, Top ads, Paid sitelinks, People also ask, Bottom ads",0,0,,1,0,1,AI Overview,https://www.cruise1st.com.au/destinations/suez-canal,2026-04-23 17:57:37
phuket cruise,AU,Australia,English,Phuket (Location),false,true,false,true,true,false,People also ask,50,0,0.51,1,0,9,,https://www.cruise1st.com.au/cruises/cruises-from-phuket,2026-05-10 23:17:51
au cruises,AU,Australia,English,,false,false,false,true,true,false,Thumbnail,50,61,,1,0,9,,https://www.cruise1st.com.au/,2026-04-17 13:13:47
discovery cruises,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, People also ask",50,5,0.55,1,0,9,,https://www.cruise1st.com.au/cruise-ship/discovery-princess,2026-04-19 05:39:44
cruise 2025,AU,Australia,English,,false,false,false,true,true,false,People also ask,50,60,0.39,1,0,9,,https://www.cruise1st.com.au/,2026-05-02 22:02:59
cruise to asia from australia,AU,Australia,English,Asia (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",30,0,,1,0,8,,https://www.cruise1st.com.au/asia-cruises-from-sydney,2026-05-08 10:00:21
cruise from perth to brisbane,AU,Australia,English,"Perth (Location), Brisbane (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, People also ask, Thumbnail, Bottom ads",30,0,0.21,1,1,8,,https://www.cruise1st.com.au/cruises/cruises-from-perth,2026-05-01 20:06:27
cruise darwin to perth,AU,Australia,English,Darwin to Perth (Event),false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, People also ask, Bottom ads",30,0,,1,0,7,,https://www.cruise1st.com.au/cruise/australia-from-darwin-australia-with-the-silver-cloud-18545161,2026-04-28 02:47:54
last minute crusies,AU,Australia,English,,false,false,false,true,true,true,People also ask,30,1,0.25,1,0,7,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-04-12 05:43:17
discount cruise,AU,Australia,English,,false,false,false,true,true,false,"Video preview, Bottom ads, Paid sitelinks",30,21,1.07,1,0,7,,https://www.cruise1st.com.au/cheap-cruises-from-sydney,2026-04-16 06:25:45
cruise to usa from australia,AU,Australia,English,"USA (Location), Australia (Location)",false,false,false,true,true,false,"People also ask, AI Overview",30,0,0.38,1,0,8,,https://www.cruise1st.com.au/destinations/united-states,2026-04-12 03:00:49
cruise this weekend,AU,Australia,English,,false,false,false,true,true,true,"Bottom ads, Paid sitelinks",20,3,,1,0,6,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-16 03:50:29
cruises may,AU,Australia,English,,false,false,false,true,true,false,,20,34,0.45,1,0,6,,https://www.cruise1st.com.au/cruises/may-cruises,2026-05-02 12:33:18
israel cruise,AU,Australia,English,Israel (Location),false,false,false,true,true,false,People also ask,20,0,,1,0,6,,https://www.cruise1st.com.au/cruises/israel,2026-05-07 21:51:37
10 day cruise from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,2,,1,0,7,,https://www.cruise1st.com.au/cruise/mediterranean-sea-from-australia-with-the-carnival-sunshine-18726873,2026-05-04 22:41:53
cruises leaving singapore,AU,Australia,English,Singapore (Location),false,true,false,true,true,false,"Thumbnail, AI Overview",20,3,,1,0,7,,https://www.cruise1st.com.au/cruises/cruises-from-singapore,2026-04-10 02:40:32
cruise from australia to canada,AU,Australia,English,"Australia (Location), Canada (Location)",false,false,false,true,true,false,"Top ads, AI Overview, People also ask, Thumbnail, Bottom ads, Paid sitelinks",20,0,0.51,1,0,7,,https://www.cruise1st.com.au/cruise/south-pacific-crossing-to-canada-17917290,2026-04-23 11:24:28
may cruises,AU,Australia,English,,false,false,false,true,true,false,"Top ads, AI Overview, Thumbnail",20,41,0.45,1,0,7,,https://www.cruise1st.com.au/cruises/may-cruises,2026-05-01 15:58:01
cruise australia to usa,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask, Discussions and forums, Video preview",20,0,0.38,1,0,7,,https://www.cruise1st.com.au/destinations/united-states,2026-05-06 19:50:15
cruise for singapore,AU,Australia,English,Singapore (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Bottom ads, Paid sitelinks",40,1,0.46,1,0,10,,https://www.cruise1st.com.au/destinations/singapore,2026-05-07 12:55:08
cruise shops,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Local pack",20,52,0.32,1,0,6,,https://www.cruise1st.com.au/cruise-lines,2026-05-06 23:01:36
ship cruises from adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,false,"AI Overview, People also ask",20,1,,1,0,5,,https://www.cruise1st.com.au/cruises/cruises-from-adelaide,2026-04-18 08:08:14
amazon river cruises,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask, Discussions and forums, Video preview, Thumbnail",450,12,0.52,1,0,20,,https://www.cruise1st.com.au/destinations/amazon/amazon-river,2026-05-03 08:10:25
cruise around italy,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Thumbnail",40,3,0.95,1,0,8,,https://www.cruise1st.com.au/cruises/southern-italy,2026-05-08 00:50:13
cruise sydney to japan,AU,Australia,English,,false,true,false,true,true,false,"AI Overview, People also ask, Discussions and forums",70,0,,1,0,12,,https://www.cruise1st.com.au/cruise/japan-from-sydney-australia-with-the-grand-princess-17844817,2026-05-07 00:01:21
cruises to tenerife,AU,Australia,English,Tenerife (Location),false,true,false,true,true,false,People also ask,70,0,,1,0,11,,https://www.cruise1st.com.au/destinations/canaries,2026-05-11 01:58:12
cruise to nz from melbourne,AU,Australia,English,"New Zealand (Location), Melbourne (Location)",false,true,false,true,true,false,"AI Overview, People also ask",50,0,,1,0,10,,https://www.cruise1st.com.au/melbourne-to-new-zealand-cruises-2027,2026-04-18 18:30:27
$1 deposit cruise,AU,Australia,English,,false,false,false,true,true,true,"Top ads, Paid sitelinks, Discussions and forums",30,9,0.55,1,1,6,,https://www.cruise1st.com.au/cruise-sale/cruise-line-specials,2026-04-30 17:05:53
cruise croatia,AU,Australia,English,Croatia (Location),false,false,false,true,true,false,"People also ask, Discussions and forums, Bottom ads, Paid sitelinks, Video preview, Thumbnail",600,26,0.88,1,0,19,,https://www.cruise1st.com.au/cruises/croatia,2026-05-04 08:33:37
cheap cruses,AU,Australia,English,,false,false,false,true,true,false,,10,30,,1,0,3,,https://www.cruise1st.com.au/cheap-cruises-from-sydney,2026-05-08 05:01:52
melbourne to tasmania cruise time,AU,Australia,English,,false,true,false,true,false,false,People also ask,10,0,0.36,1,0,3,,https://www.cruise1st.com.au/melbourne-to-tasmania-cruises,2026-05-07 21:02:54
cheap 3 day cruises,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",10,3,0.46,1,0,3,,https://www.cruise1st.com.au/short-cruises-from-sydney,2026-04-28 20:54:53
cruises companies,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Video preview, Thumbnail, People also ask, Local pack, Discussions and forums, Bottom ads, Paid sitelinks",20,52,0.54,1,0,5,,https://www.cruise1st.com.au/cruise-lines,2026-04-29 08:45:57
cruises melbourne to sydney,AU,Australia,English,,false,true,false,true,true,false,"Thumbnail, AI Overview",20,0,,1,0,5,,https://www.cruise1st.com.au/zones/cruises-from-melbourne,2026-05-09 22:46:19
brisbane short,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"People also ask, Sitelinks",20,1,,1,0,4,,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-23 16:12:35
cruise to phillip island,AU,Australia,English,Phillip Island (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Local pack",60,0,0.36,1,0,11,,https://www.cruise1st.com.au/destinations/australia/phillip-island,2026-04-29 10:00:12
aussie cruise sale finder,AU,Australia,English,,false,false,false,true,true,false,,10,42,0.22,1,0,3,,https://www.cruise1st.com.au/cruise-sale-finder,2026-05-03 02:31:45
cruises from adelaide to tasmania,AU,Australia,English,"Adelaide (Location), Tasmania (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",40,1,0.46,1,0,10,,https://www.cruise1st.com.au/destinations/tasmania,2026-04-24 03:48:59
new years eve cruises australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks",30,0,0.47,1,0,7,,https://www.cruise1st.com.au/new-years-eve-cruises,2026-04-23 00:28:27
cruises departing from australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Thumbnail",30,50,0.45,1,0,7,,https://www.cruise1st.com.au/cruises/cruises-from-australia,2026-05-03 06:17:28
best value cruises,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Sitelinks",30,26,0.56,1,0,8,,https://www.cruise1st.com.au/cruises/all-inclusive,2026-04-21 13:38:53
domestic cruises,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Sitelinks, People also ask",30,39,0.42,1,0,8,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-14 16:28:07
sampler cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, Sitelinks",20,2,0.32,1,0,8,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-21 14:11:30
eastern mediterranean cruise,AU,Australia,English,Eastern Mediterranean (Location),false,false,false,true,true,false,People also ask,50,0,0.77,1,0,9,,https://www.cruise1st.com.au/cruises/eastern-mediterranean,2026-04-18 03:43:52
cruise from australia to england,AU,Australia,English,"Australia (Location), England (Location)",false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Bottom ads",30,0,0.38,1,0,7,,https://www.cruise1st.com.au/cruise/england-from-australia-with-the-msc-virtuosa-18338777,2026-04-28 03:20:28
cruise melbourne to melbourne,AU,Australia,English,Melbourne to Melbourne (Event),false,true,false,true,true,false,AI Overview,20,0,,1,0,7,,https://www.cruise1st.com.au/zones/last-minute-cruises-from-melbourne,2026-04-29 05:17:10
cruise from brisbane 2025,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"AI Overview, Bottom ads, Paid sitelinks",40,1,,1,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-brisbane,2026-04-27 16:57:56
luxury cruise lines,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask, Discussions and forums, Video preview, Thumbnail",1500,69,0.35,1,0,26,,https://www.cruise1st.com.au/luxury-ocean-cruise-lines,2026-05-03 10:06:57
australian cruise lines,AU,Australia,English,,false,false,false,true,true,false,"Top ads, AI Overview, Thumbnail, People also ask, Top stories, Discussions and forums, Bottom ads, Paid sitelinks",100,49,0.50,1,0,12,,https://www.cruise1st.com.au/cruise-lines,2026-05-02 01:57:28
mini cruise,AU,Australia,English,,false,false,false,true,true,true,Thumbnail,40,2,0.32,1,0,9,,https://www.cruise1st.com.au/3-day-cruises-from-melbourne,2026-05-11 07:25:02
cruise to png,AU,Australia,English,Papua New Guinea (Location),false,false,false,true,true,false,"Thumbnail, People also ask",60,1,0.40,1,0,10,,https://www.cruise1st.com.au/destinations/papua-new-guinea,2026-05-03 11:42:32
cruise for families,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Discussions and forums, Bottom ads, Paid sitelinks",20,0,,1,0,5,,https://www.cruise1st.com.au/cruises/family-cruises,2026-05-04 16:47:28
deals on a cruise,AU,Australia,English,,false,false,false,true,true,false,"Top ads, People also ask, Thumbnail",20,36,,1,0,5,,https://www.cruise1st.com.au/,2026-04-20 12:10:56
repositioning cruise usa to australia,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks",20,2,0.19,1,0,1,AI Overview,https://www.cruise1st.com.au/destinations/repositioning,2026-05-03 14:05:02
cruise aus to nz,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, AI Overview",20,2,,1,0,6,,https://www.cruise1st.com.au/destinations/new-zealand,2026-04-23 15:05:05
